# x	y_noisy
8.16896	1.02129
8.17210	0.92399
8.17524	1.05981
8.17838	1.01977
8.18153	0.94248
8.18467	0.99535
8.18781	0.93079
8.19095	0.98504
8.19409	1.03391
8.19723	0.92089
8.20038	0.90687
8.20352	1.03541
8.20666	0.85561
8.20980	0.94703
8.21294	0.96346
8.21609	1.00235
8.21923	1.13007
8.22237	0.94209
8.22551	0.92668
8.22865	0.84037
8.23180	0.84659
8.23494	0.98223
8.23808	0.87693
8.24122	0.86256
8.24436	1.01256
8.24751	0.96183
8.25065	0.88998
8.25379	0.82651
8.25693	0.88382
8.26007	1.00699
8.26322	0.85314
8.26636	0.95431
8.26950	1.04765
8.27264	1.11842
8.27578	0.98241
8.27892	0.96447
8.28207	0.88632
8.28521	0.96715
8.28835	0.90604
8.29149	0.88411
8.29463	0.86497
8.29778	0.92055
8.30092	0.93701
8.30406	1.05535
8.30720	0.99204
8.31034	0.88748
8.31349	0.88031
8.31663	0.78996
8.31977	0.95555
8.32291	0.86699
8.32605	0.81753
8.32920	0.84069
8.33234	0.86006
8.33548	0.88964
8.33862	0.77551
8.34176	0.91183
8.34490	0.84431
8.34805	0.90970
8.35119	0.81872
8.35433	0.85238
8.35747	0.87952
8.36061	0.84763
8.36376	0.90466
8.36690	0.85708
8.37004	0.84542
8.37318	0.89408
8.37632	0.89578
8.37947	0.85334
8.38261	0.78883
8.38575	0.83598
8.38889	0.92552
8.39203	0.73031
8.39518	0.96686
8.39832	0.97787
8.40146	0.86232
8.40460	0.86045
8.40774	0.82484
8.41088	0.84345
8.41403	0.92876
8.41717	0.84392
8.42031	0.95659
8.42345	0.86829
8.42659	0.72517
8.42974	0.97903
8.43288	0.76722
8.43602	0.96613
8.43916	0.95414
8.44230	0.79678
8.44545	0.74371
8.44859	0.76000
8.45173	0.68586
8.45487	0.72013
8.45801	0.86449
8.46116	0.70934
8.46430	0.84045
8.46744	0.81944
8.47058	0.74941
8.47372	0.99983
8.47686	0.90152
8.48001	0.83371
8.48315	0.84034
8.48629	0.73975
8.48943	0.81474
8.49257	0.88971
8.49572	0.83434
8.49886	0.93828
8.50200	0.87543
8.50514	0.83152
8.50828	0.81594
8.51143	0.83325
8.51457	0.83982
8.51771	0.86156
8.52085	0.66942
8.52399	0.62928
8.52714	0.75286
8.53028	0.88305
8.53342	0.61494
8.53656	0.59637
8.53970	0.69881
8.54284	0.69714
8.54599	0.71864
8.54913	0.69300
8.55227	0.70022
8.55541	0.75741
8.55855	0.75915
8.56170	0.76576
8.56484	0.82782
8.56798	0.68931
8.57112	0.69408
8.57426	0.73831
8.57741	0.77497
8.58055	0.80448
8.58369	0.85810
8.58683	0.75938
8.58997	0.72493
8.59312	0.79002
8.59626	0.69795
8.59940	0.68100
8.60254	0.78537
8.60568	0.62525
8.60882	0.79041
8.61197	0.67394
8.61511	0.68758
8.61825	0.82445
8.62139	0.66402
8.62453	0.73731
8.62768	0.71338
8.63082	0.59633
8.63396	0.79152
8.63710	0.70051
8.64024	0.82921
8.64339	0.78405
8.64653	0.69533
8.64967	0.58131
8.65281	0.67443
8.65595	0.76033
8.65910	0.66570
8.66224	0.67599
8.66538	0.62699
8.66852	0.70002
8.67166	0.61297
8.67480	0.54224
8.67795	0.83297
8.68109	0.60334
8.68423	0.63171
8.68737	0.74373
8.69051	0.60215
8.69366	0.74897
8.69680	0.74499
8.69994	0.64286
8.70308	0.60773
8.70622	0.70550
8.70937	0.70882
8.71251	0.64378
8.71565	0.51952
8.71879	0.56076
8.72193	0.61416
8.72508	0.67844
8.72822	0.52169
8.73136	0.64043
8.73450	0.67009
8.73764	0.66969
8.74078	0.72621
8.74393	0.64365
8.74707	0.61852
8.75021	0.64048
8.75335	0.71226
8.75649	0.64194
8.75964	0.64451
8.76278	0.58086
8.76592	0.64961
8.76906	0.81922
8.77220	0.54753
8.77535	0.49164
8.77849	0.54199
8.78163	0.63603
8.78477	0.52168
8.78791	0.55300
8.79106	0.54576
8.79420	0.52293
8.79734	0.60818
8.80048	0.64422
8.80362	0.62039
8.80676	0.61662
8.80991	0.61124
8.81305	0.63654
8.81619	0.41125
8.81933	0.52832
8.82247	0.60493
8.82562	0.48446
8.82876	0.53396
8.83190	0.47383
8.83504	0.62913
8.83818	0.46688
8.84133	0.55526
8.84447	0.58793
8.84761	0.53614
8.85075	0.49449
8.85389	0.60197
8.85704	0.60831
8.86018	0.61511
8.86332	0.60258
8.86646	0.55277
8.86960	0.40555
8.87274	0.52768
8.87589	0.38259
8.87903	0.59217
8.88217	0.24079
8.88531	0.49181
8.88845	0.51596
8.89160	0.45050
8.89474	0.50568
8.89788	0.39520
8.90102	0.46229
8.90416	0.43387
8.90731	0.57138
8.91045	0.51374
8.91359	0.55356
8.91673	0.50912
8.91987	0.44622
8.92302	0.48583
8.92616	0.60017
8.92930	0.37916
8.93244	0.48963
8.93558	0.33281
8.93872	0.40956
8.94187	0.55382
8.94501	0.41801
8.94815	0.53954
8.95129	0.35814
8.95443	0.47246
8.95758	0.39739
8.96072	0.49662
8.96386	0.33910
8.96700	0.40629
8.97014	0.44785
8.97329	0.43049
8.97643	0.49576
8.97957	0.28035
8.98271	0.38881
8.98585	0.43435
8.98900	0.38836
8.99214	0.44774
8.99528	0.34957
8.99842	0.33266
9.00156	0.42137
9.00471	0.50170
9.00785	0.41574
9.01099	0.36440
9.01413	0.39812
9.01727	0.37902
9.02041	0.48485
9.02356	0.35268
9.02670	0.44642
9.02984	0.41377
9.03298	0.25758
9.03612	0.37640
9.03927	0.31767
9.04241	0.35815
9.04555	0.36704
9.04869	0.28851
9.05183	0.28893
9.05498	0.26016
9.05812	0.22349
9.06126	0.41803
9.06440	0.40333
9.06754	0.29445
9.07069	0.35373
9.07383	0.27423
9.07697	0.35814
9.08011	0.39349
9.08325	0.35661
9.08639	0.28337
9.08954	0.31189
9.09268	0.33711
9.09582	0.39312
9.09896	0.19831
9.10210	0.33638
9.10525	0.16658
9.10839	0.35350
9.11153	0.21117
9.11467	0.25608
9.11781	0.17708
9.12096	0.38137
9.12410	0.33449
9.12724	0.35189
9.13038	0.29203
9.13352	0.25689
9.13667	0.30848
9.13981	0.19744
9.14295	0.23795
9.14609	0.43468
9.14923	0.24415
9.15237	0.21944
9.15552	0.31596
9.15866	0.37808
9.16180	0.24569
9.16494	0.28302
9.16808	0.31783
9.17123	0.26127
9.17437	0.20650
9.17751	0.18888
9.18065	0.22551
9.18379	0.24100
9.18694	0.34681
9.19008	0.19822
9.19322	0.28459
9.19636	0.38574
9.19950	0.23170
9.20265	0.34873
9.20579	0.16955
9.20893	0.36107
9.21207	0.20079
9.21521	0.10226
9.21835	0.13312
9.22150	0.25528
9.22464	0.02761
9.22778	0.12807
9.23092	0.11329
9.23406	0.12634
9.23721	0.28473
9.24035	0.04141
9.24349	0.26326
9.24663	0.00807
9.24977	0.28348
9.25292	0.20390
9.25606	0.24626
9.25920	0.08853
9.26234	0.12956
9.26548	0.21851
9.26863	0.13975
9.27177	0.23919
9.27491	0.09848
9.27805	0.27942
9.28119	0.20971
9.28433	0.17297
9.28748	0.05598
9.29062	0.04496
9.29376	0.15346
9.29690	0.13220
9.30004	0.19103
9.30319	0.09757
9.30633	0.27155
9.30947	0.00783
9.31261	0.17639
9.31575	0.10603
9.31890	0.19131
9.32204	0.23061
9.32518	-0.05266
9.32832	0.04712
9.33146	0.08841
9.33461	0.16840
9.33775	0.05893
9.34089	0.14380
9.34403	0.17588
9.34717	-0.03098
9.35031	0.08307
9.35346	0.13286
9.35660	0.01599
9.35974	0.06639
9.36288	0.01222
9.36602	0.00838
9.36917	0.10561
9.37231	-0.02601
9.37545	0.13385
9.37859	0.07765
9.38173	0.11867
9.38488	-0.01060
9.38802	0.02562
9.39116	0.22757
9.39430	-0.02199
9.39744	-0.01388
9.40059	-0.07594
9.40373	-0.01983
9.40687	0.02977
9.41001	0.08911
9.41315	-0.01274
9.41629	-0.03969
9.41944	0.04703
9.42258	-0.11043
9.42572	-0.17090
9.42886	-0.05165
9.43200	-0.00526
9.43515	-0.07073
9.43829	-0.06124
9.44143	0.02602
9.44457	0.02502
9.44771	-0.06784
9.45086	-0.00306
9.45400	0.01974
9.45714	-0.05686
9.46028	0.04873
9.46342	0.08747
9.46657	0.00079
9.46971	-0.09486
9.47285	-0.03921
9.47599	-0.14933
9.47913	-0.01387
9.48227	0.07326
9.48542	-0.06252
9.48856	0.00049
9.49170	-0.03488
9.49484	-0.08910
9.49798	-0.07806
9.50113	-0.09588
9.50427	0.02492
9.50741	-0.21035
9.51055	-0.21964
9.51369	0.00084
9.51684	-0.15817
9.51998	-0.20248
9.52312	-0.03632
9.52626	-0.17724
9.52940	-0.21871
9.53255	-0.15566
9.53569	-0.15588
9.53883	-0.16128
9.54197	-0.00544
9.54511	0.01751
9.54825	-0.08918
9.55140	0.03149
9.55454	-0.05978
9.55768	-0.17762
9.56082	-0.13154
9.56396	-0.18339
9.56711	-0.11911
9.57025	0.01950
9.57339	-0.15475
9.57653	-0.27203
9.57967	-0.10929
9.58282	-0.05515
9.58596	-0.16459
9.58910	-0.18401
9.59224	-0.04530
9.59538	-0.20015
9.59853	-0.18189
9.60167	-0.23547
9.60481	-0.12647
9.60795	-0.24589
9.61109	-0.21847
9.61423	-0.21349
9.61738	-0.21743
9.62052	-0.14886
9.62366	-0.20454
9.62680	-0.12214
9.62994	-0.27780
9.63309	-0.19923
9.63623	-0.34041
9.63937	-0.05555
9.64251	-0.18639
9.64565	-0.25048
9.64880	-0.32963
9.65194	-0.28477
9.65508	-0.20800
9.65822	-0.28769
9.66136	-0.18636
9.66451	-0.18989
9.66765	-0.39345
9.67079	-0.19422
9.67393	-0.12542
9.67707	-0.17707
9.68021	-0.24595
9.68336	-0.31549
9.68650	-0.21995
9.68964	-0.29643
9.69278	-0.21768
9.69592	-0.31917
9.69907	-0.28427
9.70221	-0.22677
9.70535	-0.29402
9.70849	-0.39894
9.71163	-0.33934
9.71478	-0.31250
9.71792	-0.27413
9.72106	-0.26900
9.72420	-0.34632
9.72734	-0.41228
9.73049	-0.32375
9.73363	-0.26543
9.73677	-0.22313
9.73991	-0.38229
9.74305	-0.28461
9.74620	-0.25421
9.74934	-0.23623
9.75248	-0.23027
9.75562	-0.40245
9.75876	-0.35652
9.76190	-0.23221
9.76505	-0.34658
9.76819	-0.22107
9.77133	-0.41066
9.77447	-0.26503
9.77761	-0.45505
9.78076	-0.44879
9.78390	-0.28675
9.78704	-0.40846
9.79018	-0.35487
9.79332	-0.44816
9.79647	-0.29248
9.79961	-0.24698
9.80275	-0.22422
9.80589	-0.45448
9.80903	-0.38273
9.81218	-0.40678
9.81532	-0.43684
9.81846	-0.42290
9.82160	-0.43619
9.82474	-0.42618
9.82788	-0.40961
9.83103	-0.47111
9.83417	-0.34171
9.83731	-0.42460
9.84045	-0.36306
9.84359	-0.47016
9.84674	-0.38406
9.84988	-0.55322
9.85302	-0.32483
9.85616	-0.44170
9.85930	-0.41431
9.86245	-0.32844
9.86559	-0.49805
9.86873	-0.40738
9.87187	-0.53499
9.87501	-0.52886
9.87816	-0.45757
9.88130	-0.47165
9.88444	-0.31273
9.88758	-0.44864
9.89072	-0.53352
9.89386	-0.46299
9.89701	-0.52712
9.90015	-0.42474
9.90329	-0.45400
9.90643	-0.33725
9.90957	-0.32223
9.91272	-0.47833
9.91586	-0.47788
9.91900	-0.29717
9.92214	-0.39281
9.92528	-0.47403
9.92843	-0.50231
9.93157	-0.44538
9.93471	-0.59842
9.93785	-0.41312
9.94099	-0.45799
9.94414	-0.46464
9.94728	-0.33077
9.95042	-0.51216
9.95356	-0.43497
9.95670	-0.49419
9.95984	-0.51432
9.96299	-0.56353
9.96613	-0.51248
9.96927	-0.59277
9.97241	-0.46116
9.97555	-0.62829
9.97870	-0.48456
9.98184	-0.57829
9.98498	-0.53286
9.98812	-0.52199
9.99126	-0.63069
9.99441	-0.43767
9.99755	-0.64077
10.00069	-0.52636
10.00383	-0.57231
10.00697	-0.60193
10.01012	-0.62933
10.01326	-0.52337
10.01640	-0.60449
10.01954	-0.59246
10.02268	-0.68457
10.02582	-0.44449
10.02897	-0.61710
10.03211	-0.70424
10.03525	-0.53244
10.03839	-0.55746
10.04153	-0.61856
10.04468	-0.53556
10.04782	-0.61597
10.05096	-0.61680
10.05410	-0.63531
10.05724	-0.70785
10.06039	-0.53117
10.06353	-0.74823
10.06667	-0.63375
10.06981	-0.51870
10.07295	-0.50457
10.07610	-0.60708
10.07924	-0.60188
10.08238	-0.45130
10.08552	-0.52923
10.08866	-0.53551
10.09180	-0.51264
10.09495	-0.58584
10.09809	-0.61060
10.10123	-0.48188
10.10437	-0.73167
10.10751	-0.43329
10.11066	-0.71732
10.11380	-0.52872
10.11694	-0.66475
10.12008	-0.68887
10.12322	-0.70791
10.12637	-0.75406
10.12951	-0.57386
10.13265	-0.76793
10.13579	-0.62040
10.13893	-0.67597
10.14208	-0.69324
10.14522	-0.62094
10.14836	-0.74765
10.15150	-0.50057
10.15464	-0.71456
10.15778	-0.72066
10.16093	-0.69799
10.16407	-0.60749
10.16721	-0.67652
10.17035	-0.77702
10.17349	-0.81560
10.17664	-0.64160
10.17978	-0.69782
10.18292	-0.78387
10.18606	-0.66206
10.18920	-0.67035
10.19235	-0.56921
10.19549	-0.73229
10.19863	-0.81263
10.20177	-0.70030
10.20491	-0.70405
10.20806	-0.64230
10.21120	-0.77580
10.21434	-0.85643
10.21748	-0.57154
10.22062	-0.71338
10.22376	-0.73167
10.22691	-0.79318
10.23005	-0.74707
10.23319	-0.79553
10.23633	-0.80062
10.23947	-0.95899
10.24262	-0.62429
10.24576	-0.78147
10.24890	-0.75374
10.25204	-0.84870
10.25518	-0.64776
10.25833	-0.64337
10.26147	-0.84807
10.26461	-0.74802
10.26775	-0.74625
10.27089	-0.75472
10.27404	-0.74202
10.27718	-0.74159
10.28032	-0.72926
10.28346	-0.76482
10.28660	-0.94536
10.28974	-0.84337
10.29289	-0.80646
10.29603	-0.80244
10.29917	-0.67959
10.30231	-0.87250
10.30545	-0.81884
10.30860	-0.72007
10.31174	-0.86168
10.31488	-0.65552
10.31802	-0.67486
10.32116	-0.76485
10.32431	-0.83012
10.32745	-0.77866
10.33059	-0.83908
10.33373	-0.62115
10.33687	-0.81695
10.34002	-0.90107
10.34316	-0.80113
10.34630	-0.82959
10.34944	-0.83870
10.35258	-0.84509
10.35572	-0.67620
10.35887	-0.81576
10.36201	-0.84038
10.36515	-0.90781
10.36829	-0.83670
10.37143	-0.84821
10.37458	-0.86866
10.37772	-0.76175
10.38086	-0.72084
10.38400	-0.84061
10.38714	-0.73338
10.39029	-0.75365
10.39343	-0.77237
10.39657	-0.78478
10.39971	-0.81151
10.40285	-0.68569
10.40600	-0.84389
10.40914	-0.93020
10.41228	-0.70256
10.41542	-0.74104
10.41856	-0.73747
10.42171	-0.88646
10.42485	-0.90103
10.42799	-1.03627
10.43113	-0.75248
10.43427	-0.89331
10.43741	-0.72982
10.44056	-0.82275
10.44370	-0.74357
10.44684	-0.83570
10.44998	-0.97983
10.45312	-0.84832
10.45627	-0.94416
10.45941	-0.86012
10.46255	-0.85429
10.46569	-0.74540
10.46883	-0.91411
10.47198	-0.91423
10.47512	-0.90672
10.47826	-0.74631
10.48140	-1.00821
10.48454	-0.86611
10.48769	-0.85840
10.49083	-0.84672
10.49397	-0.95247
10.49711	-0.98797
10.50025	-0.91324
10.50339	-0.91490
10.50654	-0.88182
10.50968	-0.95863
10.51282	-0.83228
10.51596	-0.80436
10.51910	-0.91876
10.52225	-0.86752
10.52539	-0.88548
10.52853	-0.94988
10.53167	-0.84052
10.53481	-0.90755
10.53796	-0.83026
10.54110	-0.83751
10.54424	-0.99289
10.54738	-1.02394
10.55052	-0.88758
10.55367	-0.92180
10.55681	-0.85634
10.55995	-0.98204
10.56309	-0.88418
10.56623	-1.03683
10.56937	-0.91190
10.57252	-0.85172
10.57566	-0.98015
10.57880	-0.84937
10.58194	-0.90351
10.58508	-0.91157
10.58823	-0.94008
10.59137	-1.02780
10.59451	-0.88063
10.59765	-0.87328
10.60079	-0.79671
10.60394	-0.92696
10.60708	-0.85596
10.61022	-0.94850
10.61336	-0.86218
10.61650	-0.86726
10.61965	-0.83357
10.62279	-0.99752
10.62593	-0.88799
10.62907	-0.97922
10.63221	-0.89500
10.63535	-0.98520
10.63850	-1.12092
10.64164	-0.90675
10.64478	-1.00885
10.64792	-1.06687
10.65106	-0.84642
10.65421	-0.93798
10.65735	-1.04298
10.66049	-1.03580
10.66363	-1.11643
10.66677	-0.91749
10.66992	-0.89058
10.67306	-0.92058
10.67620	-0.95773
10.67934	-0.96916
10.68248	-0.85366
10.68563	-0.90506
10.68877	-0.93628
10.69191	-1.05127
10.69505	-0.83794
10.69819	-1.05717
10.70133	-0.80630
10.70448	-0.92986
10.70762	-0.88618
10.71076	-0.74533
10.71390	-0.84325
10.71704	-0.86622
10.72019	-0.93672
10.72333	-0.98062
10.72647	-1.06271
10.72961	-1.01914
10.73275	-0.96596
10.73590	-0.96493
10.73904	-1.00307
10.74218	-1.00645
10.74532	-0.90045
10.74846	-1.00529
10.75161	-0.98992
10.75475	-0.95648
10.75789	-0.89511
10.76103	-1.13887
10.76417	-1.02631
10.76731	-1.01002
10.77046	-1.05265
10.77360	-0.86844
10.77674	-0.83318
10.77988	-0.95296
10.78302	-0.98570
10.78617	-1.05229
10.78931	-1.09231
10.79245	-1.00143
10.79559	-0.90769
10.79873	-1.04334
10.80188	-1.05145
10.80502	-1.02459
10.80816	-1.02075
10.81130	-0.91518
10.81444	-1.09803
10.81759	-0.86130
10.82073	-0.98723
10.82387	-0.94867
10.82701	-0.98764
10.83015	-1.13860
10.83329	-1.02303
10.83644	-1.04904
10.83958	-0.96261
10.84272	-0.94103
10.84586	-0.99987
10.84900	-1.03771
10.85215	-0.88810
10.85529	-0.88311
10.85843	-1.11452
10.86157	-1.01951
10.86471	-0.94979
10.86786	-0.98135
10.87100	-0.94118
10.87414	-0.96370
10.87728	-0.88754
10.88042	-0.95921
10.88357	-0.84677
10.88671	-0.91984
10.88985	-0.97914
10.89299	-1.03597
10.89613	-1.05911
10.89927	-1.03011
10.90242	-1.10738
10.90556	-0.97802
10.90870	-1.04024
10.91184	-0.91097
10.91498	-0.90393
10.91813	-0.99676
10.92127	-1.00833
10.92441	-1.15949
10.92755	-0.99416
10.93069	-0.80794
10.93384	-1.09045
10.93698	-0.94698
10.94012	-0.87414
10.94326	-1.06317
10.94640	-0.99837
10.94955	-0.99206
10.95269	-1.00240
10.95583	-0.98674
10.95897	-1.05699
10.96211	-1.01516
10.96525	-1.04794
10.96840	-0.85903
10.97154	-1.01011
10.97468	-1.01849
10.97782	-1.08246
10.98096	-1.00707
10.98411	-1.03855
10.98725	-1.02930
10.99039	-0.89809
10.99353	-0.90779
10.99667	-1.02270
10.99982	-0.99799
11.00296	-0.90303
11.00610	-0.84896
11.00924	-0.99058
11.01238	-1.09320
11.01553	-0.90162
11.01867	-0.98394
11.02181	-1.04654
11.02495	-0.93791
11.02809	-1.07759
11.03123	-1.01454
11.03438	-0.99770
11.03752	-1.10187
11.04066	-1.05541
11.04380	-1.03716
11.04694	-0.91296
11.05009	-0.95541
11.05323	-1.12791
11.05637	-1.08957
11.05951	-0.84210
11.06265	-0.91527
11.06580	-1.15718
11.06894	-1.09811
11.07208	-1.04919
11.07522	-1.21942
11.07836	-1.08813
11.08151	-0.81487
11.08465	-0.93732
11.08779	-1.01657
11.09093	-0.98890
11.09407	-1.11312
11.09721	-0.92654
11.10036	-1.03150
11.10350	-1.03516
11.10664	-1.10697
11.10978	-1.04279
11.11292	-0.97107
11.11607	-0.97969
11.11921	-0.90063
11.12235	-1.05417
11.12549	-1.03406
11.12863	-0.88186
11.13178	-1.00021
11.13492	-1.03326
11.13806	-0.82728
11.14120	-1.03398
11.14434	-0.95044
11.14749	-1.18069
11.15063	-1.10374
11.15377	-1.05976
11.15691	-0.90581
11.16005	-1.02206
11.16320	-1.00224
11.16634	-1.01652
11.16948	-0.94388
11.17262	-1.01439
11.17576	-1.01366
11.17890	-0.97364
11.18205	-1.13756
11.18519	-1.06678
11.18833	-0.93501
11.19147	-1.05713
11.19461	-0.94477
11.19776	-0.95157
11.20090	-1.08578
11.20404	-0.92202
11.20718	-0.95071
11.21032	-1.09318
11.21347	-1.06066
11.21661	-1.12124
11.21975	-0.88520
11.22289	-0.89296
11.22603	-0.83491
11.22918	-0.89987
11.23232	-0.84513
11.23546	-1.07338
11.23860	-0.97341
11.24174	-1.14193
11.24488	-0.94813
11.24803	-1.06132
11.25117	-0.90757
11.25431	-0.92042
11.25745	-0.93983
11.26059	-0.86266
11.26374	-0.88710
11.26688	-0.93145
11.27002	-1.07882
11.27316	-1.03651
11.27630	-0.96263
11.27945	-1.05474
11.28259	-1.13919
11.28573	-0.91817
11.28887	-1.00835
11.29201	-0.99515
11.29516	-1.08940
11.29830	-0.95420
11.30144	-0.97782
11.30458	-0.90062
11.30772	-1.01437
11.31086	-0.97269
11.31401	-1.09868
11.31715	-0.92433
11.32029	-0.85143
11.32343	-1.02241
11.32657	-0.92699
11.32972	-0.91221
11.33286	-1.02769
11.33600	-0.65417
11.33914	-0.89880
11.34228	-0.90315
11.34543	-0.88557
11.34857	-0.99558
11.35171	-1.04479
11.35485	-0.87153
11.35799	-0.97136
11.36114	-1.02751
11.36428	-0.87454
11.36742	-1.04471
11.37056	-0.94035
11.37370	-1.02287
11.37684	-0.86420
11.37999	-0.89614
11.38313	-0.95869
11.38627	-0.91762
11.38941	-0.93304
11.39255	-0.80774
11.39570	-0.87613
11.39884	-0.82637
11.40198	-0.84452
11.40512	-0.99572
11.40826	-0.90840
11.41141	-0.89130
11.41455	-1.02842
11.41769	-0.85929
11.42083	-0.87430
11.42397	-0.93249
11.42712	-0.84683
11.43026	-1.00160
11.43340	-0.84473
11.43654	-0.98004
11.43968	-0.83581
11.44282	-0.94485
11.44597	-0.88812
11.44911	-0.96193
11.45225	-0.94728
11.45539	-0.97751
11.45853	-0.83417
11.46168	-0.90746
11.46482	-1.03007
11.46796	-0.89546
11.47110	-0.78661
11.47424	-0.90268
11.47739	-0.89209
11.48053	-0.94489
11.48367	-0.83794
11.48681	-0.72398
11.48995	-0.88413
11.49310	-0.81853
11.49624	-0.80995
11.49938	-0.89954
11.50252	-0.86014
11.50566	-0.88505
11.50880	-0.93606
11.51195	-0.88303
11.51509	-0.87617
11.51823	-0.84525
11.52137	-0.99358
11.52451	-0.78374
11.52766	-0.87682
11.53080	-0.82641
11.53394	-0.87339
11.53708	-0.75966
11.54022	-0.80482
11.54337	-0.85690
11.54651	-0.86202
11.54965	-0.91638
11.55279	-0.83087
11.55593	-0.90622
11.55908	-0.89716
11.56222	-0.78019
11.56536	-0.84499
11.56850	-0.87762
11.57164	-0.81915
11.57478	-0.89262
11.57793	-0.86409
11.58107	-0.79265
11.58421	-0.88554
11.58735	-0.70935
11.59049	-0.69138
11.59364	-0.82057
11.59678	-0.82062
11.59992	-0.79053
11.60306	-0.87311
11.60620	-0.84368
11.60935	-0.83760
11.61249	-0.68708
11.61563	-0.74514
11.61877	-0.89790
11.62191	-0.81136
11.62506	-0.87327
11.62820	-0.78795
11.63134	-0.74525
11.63448	-0.88055
11.63762	-0.81026
11.64076	-0.82183
11.64391	-0.77970
11.64705	-0.81146
11.65019	-0.69184
11.65333	-0.71035
11.65647	-0.85083
11.65962	-0.72405
11.66276	-0.80267
11.66590	-0.76268
11.66904	-0.81550
11.67218	-0.73405
11.67533	-1.02763
11.67847	-0.92164
11.68161	-0.74984
11.68475	-0.82949
11.68789	-0.80833
11.69104	-0.62701
11.69418	-0.81594
11.69732	-0.81272
11.70046	-0.76285
11.70360	-0.74628
11.70674	-0.70795
11.70989	-0.84099
11.71303	-0.81732
11.71617	-0.58040
11.71931	-0.76281
11.72245	-0.63237
11.72560	-0.81015
11.72874	-0.65318
11.73188	-0.63305
11.73502	-0.69591
11.73816	-0.64367
11.74131	-0.75403
11.74445	-0.73595
11.74759	-0.64026
11.75073	-0.69661
11.75387	-0.65749
11.75702	-0.77594
11.76016	-0.86494
11.76330	-0.88840
11.76644	-0.66843
11.76958	-0.62422
11.77272	-0.52695
11.77587	-0.76032
11.77901	-0.82856
11.78215	-0.55275
11.78529	-0.66418
11.78843	-0.73433
11.79158	-0.72202
11.79472	-0.49007
11.79786	-0.71139
11.80100	-0.75219
11.80414	-0.56047
11.80729	-0.73499
11.81043	-0.61963
11.81357	-0.67570
11.81671	-0.70319
11.81985	-0.70309
11.82300	-0.66240
11.82614	-0.67868
11.82928	-0.76744
11.83242	-0.68802
11.83556	-0.55750
11.83870	-0.55037
11.84185	-0.62267
11.84499	-0.63621
11.84813	-0.67786
11.85127	-0.52841
11.85441	-0.62741
11.85756	-0.74087
11.86070	-0.66570
11.86384	-0.68638
11.86698	-0.62752
11.87012	-0.65453
11.87327	-0.77015
11.87641	-0.74884
11.87955	-0.72968
11.88269	-0.76370
11.88583	-0.77775
11.88898	-0.58533
11.89212	-0.62270
11.89526	-0.62616
11.89840	-0.59466
11.90154	-0.53187
11.90469	-0.55734
11.90783	-0.76390
11.91097	-0.63685
11.91411	-0.54080
11.91725	-0.53764
11.92039	-0.56193
11.92354	-0.52538
11.92668	-0.64861
11.92982	-0.73939
11.93296	-0.68271
11.93610	-0.65343
11.93925	-0.58320
11.94239	-0.57741
11.94553	-0.63357
11.94867	-0.63031
11.95181	-0.56408
11.95496	-0.50288
11.95810	-0.62396
11.96124	-0.63678
11.96438	-0.55142
11.96752	-0.59990
11.97067	-0.56838
11.97381	-0.62735
11.97695	-0.61940
11.98009	-0.55400
11.98323	-0.62794
11.98637	-0.60397
11.98952	-0.57471
11.99266	-0.55527
11.99580	-0.62622
11.99894	-0.57139
12.00208	-0.59372
12.00523	-0.65037
12.00837	-0.61214
12.01151	-0.54464
12.01465	-0.34508
12.01779	-0.48014
12.02094	-0.50992
12.02408	-0.45889
12.02722	-0.41790
12.03036	-0.56709
12.03350	-0.44438
12.03665	-0.47128
12.03979	-0.50463
12.04293	-0.48573
12.04607	-0.51089
12.04921	-0.50016
12.05235	-0.63567
12.05550	-0.45901
12.05864	-0.37527
12.06178	-0.49769
12.06492	-0.43023
12.06806	-0.53334
12.07121	-0.59350
12.07435	-0.52895
12.07749	-0.32183
12.08063	-0.63916
12.08377	-0.50866
12.08692	-0.42699
12.09006	-0.44596
12.09320	-0.48877
12.09634	-0.44627
12.09948	-0.52894
12.10263	-0.47819
12.10577	-0.42377
12.10891	-0.45985
12.11205	-0.49384
12.11519	-0.46274
12.11833	-0.52513
12.12148	-0.55643
12.12462	-0.38486
12.12776	-0.43641
12.13090	-0.39465
12.13404	-0.34953
12.13719	-0.52157
12.14033	-0.45056
12.14347	-0.39514
12.14661	-0.45608
12.14975	-0.41141
12.15290	-0.32413
12.15604	-0.41473
12.15918	-0.42010
12.16232	-0.48596
12.16546	-0.36155
12.16861	-0.36384
12.17175	-0.44383
12.17489	-0.29466
12.17803	-0.37851
12.18117	-0.20378
12.18431	-0.36631
12.18746	-0.41232
12.19060	-0.33498
12.19374	-0.23463
12.19688	-0.39396
12.20002	-0.43425
12.20317	-0.29851
12.20631	-0.39483
12.20945	-0.38493
12.21259	-0.25175
12.21573	-0.25017
12.21888	-0.26342
12.22202	-0.41494
12.22516	-0.32282
12.22830	-0.28875
12.23144	-0.49682
12.23459	-0.24204
12.23773	-0.31283
12.24087	-0.29078
12.24401	-0.40412
12.24715	-0.32836
12.25029	-0.25338
12.25344	-0.58556
12.25658	-0.34710
12.25972	-0.33162
12.26286	-0.37160
12.26600	-0.44286
12.26915	-0.31474
12.27229	-0.34349
12.27543	-0.23330
